,Open,High,Low,Close,Volume,Date
0,496.4700012207031,497.0,495.6400146484375,496.0799865722656,706560,2025-07-01
1,496.0,496.8299865722656,495.93499755859375,496.82000732421875,130306,2025-07-01
2,496.739990234375,497.4100036621094,496.2300109863281,497.32501220703125,84205,2025-07-01
3,497.55999755859375,497.8500061035156,497.510009765625,497.75,43733,2025-07-01
4,497.6700134277344,497.739990234375,497.2110900878906,497.2550048828125,38394,2025-07-01
5,497.20001220703125,497.5799865722656,497.1499938964844,497.3399963378906,60566,2025-07-01
6,497.3800048828125,497.6700134277344,497.18499755859375,497.45001220703125,40581,2025-07-01
7,497.6499938964844,497.6499938964844,497.2099914550781,497.2099914550781,46740,2025-07-01
8,497.2749938964844,497.6199951171875,496.9649963378906,497.3349914550781,71715,2025-07-01
9,497.29290771484375,497.5199890136719,497.20001220703125,497.43499755859375,36870,2025-07-01
10,497.43499755859375,497.510009765625,497.2699890136719,497.4100036621094,41725,2025-07-01
11,498.0400085449219,498.0400085449219,497.55999755859375,497.6300048828125,67024,2025-07-01
12,497.6300048828125,497.7200012207031,497.3399963378906,497.3399963378906,27194,2025-07-01
13,497.4150085449219,497.42999267578125,496.8301086425781,497.04998779296875,46364,2025-07-01
14,497.0299987792969,497.29998779296875,496.94000244140625,497.19000244140625,46526,2025-07-01
15,497.1449890136719,497.43121337890625,497.1300048828125,497.3999938964844,45152,2025-07-01
16,497.3999938964844,497.5450134277344,497.05999755859375,497.1449890136719,45667,2025-07-01
17,497.1449890136719,497.3900146484375,496.8999938964844,497.32501220703125,23958,2025-07-01
18,497.3900146484375,497.510009765625,497.1700134277344,497.3699951171875,47358,2025-07-01
19,497.3599853515625,497.6499938964844,497.3299865722656,497.5050048828125,23123,2025-07-01
20,497.5799865722656,497.87908935546875,497.57000732421875,497.85809326171875,27657,2025-07-01
21,497.8399963378906,497.95001220703125,497.7250061035156,497.8399963378906,34222,2025-07-01
22,497.8500061035156,497.8699951171875,497.6700134277344,497.79998779296875,46892,2025-07-01
23,497.79998779296875,497.82000732421875,497.6199951171875,497.7650146484375,40588,2025-07-01
24,497.7200012207031,497.7300109863281,497.25,497.3500061035156,25769,2025-07-01
25,497.3500061035156,497.5400085449219,497.2799987792969,497.3349914550781,30769,2025-07-01
26,497.2940979003906,497.4200134277344,497.1733093261719,497.2049865722656,30070,2025-07-01
27,497.2900085449219,497.510009765625,497.1499938964844,497.510009765625,27801,2025-07-01
28,497.5799865722656,497.5799865722656,497.3116149902344,497.348388671875,23913,2025-07-01
29,497.29998779296875,497.5400085449219,497.2099914550781,497.4649963378906,42504,2025-07-01
30,497.3999938964844,498.0199890136719,497.1700134277344,497.2900085449219,103244,2025-07-01
31,497.2749938964844,497.3599853515625,497.1300048828125,497.2699890136719,28429,2025-07-01
32,497.2925109863281,497.31500244140625,496.9700012207031,497.17999267578125,38133,2025-07-01
33,496.67999267578125,497.1549987792969,496.67999267578125,496.67999267578125,30730,2025-07-01
34,496.69500732421875,496.7650146484375,496.4200134277344,496.7012939453125,95172,2025-07-01
35,496.7799987792969,496.82000732421875,496.6499938964844,496.70001220703125,16682,2025-07-01
36,496.7275085449219,496.8999938964844,496.69500732421875,496.7349853515625,14947,2025-07-01
37,496.7900085449219,496.94000244140625,496.7200012207031,496.92999267578125,38202,2025-07-01
38,496.92999267578125,497.04998779296875,496.8699951171875,496.9599914550781,22774,2025-07-01
39,496.9320068359375,497.0199890136719,496.760009765625,496.760009765625,25001,2025-07-01
40,496.70001220703125,496.92999267578125,496.6000061035156,496.8599853515625,23302,2025-07-01
41,496.80999755859375,497.0450134277344,496.67999267578125,496.9212951660156,27592,2025-07-01
42,496.9200134277344,497.260009765625,496.8399963378906,497.2049865722656,21096,2025-07-01
43,497.20001220703125,497.739990234375,497.125,497.739990234375,49352,2025-07-01
44,497.7049865722656,497.75,497.4750061035156,497.4750061035156,59054,2025-07-01
45,497.4750061035156,497.989990234375,497.4750061035156,497.92999267578125,48330,2025-07-01
46,497.9549865722656,497.989990234375,497.6610107421875,497.7325134277344,24930,2025-07-01
47,497.7250061035156,497.79998779296875,497.6600036621094,497.6820068359375,13708,2025-07-01
48,497.7200012207031,497.75,497.4200134277344,497.4200134277344,19742,2025-07-01
49,497.43499755859375,497.4800109863281,497.32000732421875,497.4800109863281,22444,2025-07-01
50,497.5,497.5400085449219,497.3299865722656,497.43218994140625,16256,2025-07-01
51,497.5,497.5,497.17999267578125,497.18499755859375,17720,2025-07-01
52,497.2749938964844,497.30999755859375,497.1650085449219,497.2349853515625,56867,2025-07-01
53,497.2349853515625,497.3500061035156,497.19000244140625,497.29998779296875,27690,2025-07-01
54,497.260009765625,497.3240051269531,497.0799865722656,497.2099914550781,23871,2025-07-01
55,497.239990234375,497.3299865722656,497.0,497.10009765625,27285,2025-07-01
56,497.1499938964844,497.1600036621094,496.8900146484375,496.9700012207031,34142,2025-07-01
57,496.95001220703125,496.95001220703125,496.70001220703125,496.8500061035156,53290,2025-07-01
58,496.8399963378906,497.239990234375,496.8349914550781,497.1424865722656,60405,2025-07-01
59,497.1449890136719,497.2200012207031,497.0400085449219,497.1549987792969,43863,2025-07-01
60,497.1300048828125,497.1300048828125,496.6300048828125,496.7200012207031,113075,2025-07-01
61,496.6650085449219,497.0299987792969,496.57501220703125,497.0150146484375,45355,2025-07-01
62,497.0150146484375,497.1400146484375,496.80999755859375,496.8299865722656,66193,2025-07-01
63,496.8297119140625,496.8297119140625,496.2799987792969,496.3550109863281,39723,2025-07-01
64,496.2699890136719,496.2699890136719,495.9549865722656,496.0400085449219,52946,2025-07-01
65,496.2650146484375,496.4599914550781,496.239990234375,496.3800048828125,38569,2025-07-01
66,496.3999938964844,496.70001220703125,496.3999938964844,496.51080322265625,27028,2025-07-01
67,496.5,496.510009765625,496.3699951171875,496.4649963378906,44979,2025-07-01
68,496.4599914550781,496.5,496.27081298828125,496.2850036621094,33862,2025-07-01
69,496.2900085449219,496.6199951171875,496.2149963378906,496.5849914550781,44783,2025-07-01
70,496.4700012207031,496.57501220703125,496.29998779296875,496.4649963378906,41918,2025-07-01
71,496.4200134277344,496.5450134277344,496.3500061035156,496.5450134277344,33877,2025-07-01
72,496.5350036621094,496.5491027832031,496.3599853515625,496.4800109863281,31935,2025-07-01
73,496.5,496.7699890136719,496.489990234375,496.6499938964844,77645,2025-07-01
74,496.67999267578125,496.82000732421875,496.3900146484375,496.4049987792969,63143,2025-07-01
75,496.42999267578125,496.5899963378906,496.29998779296875,496.4599914550781,61044,2025-07-01
76,496.44000244140625,496.4599914550781,495.989990234375,496.06610107421875,61054,2025-07-01
77,496.05999755859375,496.2900085449219,495.989990234375,496.17498779296875,62711,2025-07-01
78,496.125,496.5400085449219,496.1099853515625,496.4599914550781,40080,2025-07-01
79,496.4700012207031,496.68499755859375,496.45001220703125,496.57000732421875,37788,2025-07-01
80,496.543212890625,496.8500061035156,496.5299987792969,496.82501220703125,23982,2025-07-01
81,496.80499267578125,496.8599853515625,496.6400146484375,496.6700134277344,23527,2025-07-01
82,496.7200012207031,496.7200012207031,496.7200012207031,496.7200012207031,24733,2025-07-01
83,496.7184143066406,496.7300109863281,496.510009765625,496.6449890136719,37919,2025-07-01
84,496.6449890136719,496.70001220703125,496.5299987792969,496.5899963378906,36888,2025-07-01
85,496.5899963378906,496.6499938964844,496.29998779296875,496.29998779296875,42653,2025-07-01
86,496.2699890136719,496.2900085449219,496.010009765625,496.05499267578125,74759,2025-07-01
87,496.0799865722656,496.0899963378906,495.8659973144531,495.92999267578125,31994,2025-07-01
88,495.8900146484375,495.93499755859375,495.2900085449219,495.30999755859375,51925,2025-07-01
89,495.3800048828125,495.4800109863281,495.2699890136719,495.3924865722656,51758,2025-07-01
90,495.3699951171875,495.3949890136719,494.8599853515625,494.9599914550781,93435,2025-07-01
91,494.9100036621094,495.44500732421875,494.8699951171875,495.42999267578125,60470,2025-07-01
92,495.3999938964844,495.5899963378906,495.3399963378906,495.3599853515625,27689,2025-07-01
93,495.364990234375,495.3999938964844,494.3699951171875,494.57000732421875,145535,2025-07-01
94,494.5299987792969,494.70001220703125,494.04998779296875,494.385009765625,123405,2025-07-01
95,494.3699951171875,494.6000061035156,494.2699890136719,494.510009765625,37846,2025-07-01
